IID,GEBV
1004234,-9.53441
1004235,-9.13115
1004236,-12.03
1004237,-20.321
1004238,-19.3438
1004239,-18.8269
1004240,-11.6942
1004241,-17.9803
1004242,-16.5507
1004243,-10.4042
1004244,-17.4624
1004245,-10.2287
1004246,-16.8105
1004247,0.721529
1004248,-15.4802
1004249,-21.7487
1004250,-14.1098
1004251,-11.5739
1004252,-13.9526
1004253,-17.5902
1004254,-15.0622
1004255,-16.1395
1004256,-13.0319
1004257,-13.1658
1004258,-28.8031
1004259,-6.46567
1004260,-20.0455
1004261,-17.4788
1004262,-22.2133
1004263,-22.2693
1004264,-18.5845
1004265,-26.3048
1004266,-22.9837
1004267,-19.6151
1004268,-26.7319
1004269,-20.8566
1004270,-2.63677
1004271,-20.6019
1004272,0.717807
1004273,-24.229
1004274,-17.8587
1004275,-19.121
1004276,-21.8703
1004277,-20.8636
1004278,-18.4121
1004279,-12.3727
1004280,-15.1892
1004281,-19.7585
1004282,-24.4507
1004283,-13.2606
1004284,-19.3707
1004285,1.20951
1004286,-15.3102
1004287,-13.4062
1004288,-16.1964
1004289,-15.3833
1004290,-12.5514
1004291,-14.3578
1004292,-3.19792
1004293,-17.4816
1004294,-19.2371
1004295,-25.8304
1004296,-16.3106
1004297,-19.0928
1004298,-17.1741
1004299,-15.941
1004300,-13.9633
1004301,-17.5869
1004302,-16.5218
1004303,-14.5884
1004304,-22.5615
1004305,-23.5227
1004306,-19.642
1004307,-17.6499
1004308,-20.5266
1004309,-30.145
1004310,-7.48801
1004311,-12.3269
1004312,-22.6008
1004313,-8.17356
1004314,-20.3591
1004315,-15.9663
1004316,-23.6233
1004317,-1.84414
1004318,-28.651
1004319,-20.7555
1004320,-20.1773
1004321,-4.91476
1004322,-16.7869
1004323,-17.2174
1004324,-15.8401
1004325,-18.5334
1004326,-19.3421
1004327,-16.2654
1004328,-18.6995
1004329,-19.5331
1004330,-15.6463
1004331,-25.2651
1004332,-24.5312
1004333,-10.3576
1004334,-16.6586
1004335,-20.2348
1004336,-21.8651
1004337,-22.2505
1004338,-11.3906
1004339,1.72723
1004340,-13.158
1004341,-18.5975
1004342,-17.5779
1004343,-17.4707
1004344,-9.27535
1004345,-9.40501
1004346,-26.1647
1004347,-12.9228
1004348,-13.4904
1004349,-27.7306
1004350,-18.5182
1004351,-23.9935
1004352,-29.9808
1004353,-19.0896
1004354,-22.0743
1004355,-15.6374
1004356,-17.9737
1004357,-24.7659
1004358,-9.54302
1004359,-10.3418
1004360,-15.4956
1004361,-16.9757
1004362,-8.1845
1004363,-6.84682
1004364,-28.416
1004365,-26.7354
1004366,-25.3225
1004367,-13.4888
1004368,-29.3629
1004369,-18.2065
1004370,-23.7179
1004371,-25.4997
1004372,-17.4816
1004373,-28.0055
1004374,-17.5782
1004375,-15.5968
1004376,-22.6525
1004377,-19.6701
1004378,-22.7205
1004379,-25.5999
1004380,-24.1269
1004381,-19.5306
1004382,-21.7736
1004383,-24.0164
1004384,-18.4347
1004385,-13.9914
1004386,-14.4474
1004387,-18.4529
1004388,-25.8965
1004389,-16.6136
1004390,-16.0233
1004391,-25.6189
1004392,-14.9574
1004393,-14.804
1004394,-13.3277
1004395,-22.6483
1004396,-17.4219
1004397,-18.5197
1004398,-14.4154
1004399,-11.4768
1004400,-9.99703
1004401,-24.026
1004402,-16.4012
1004403,-22.2223
1004404,-24.9355
1004405,-23.0891
1004406,-15.2733
1004407,-21.0273
1004408,-14.9663
1004409,-24.9644
1004410,-18.7348
1004411,-29.6006
1004412,-15.7755
1004413,-14.8562
1004414,-18.2838
1004415,-14.3525
1004416,-18.1205
1004417,-18.7527
1004418,-16.6703
1004419,-9.6796
1004420,-14.8087
1004421,-16.7888
1004422,-18.5016
1004423,-23.2207
1004424,-7.48685
1004425,-19.9199
1004426,-13.3372
1004427,-24.4811
1004428,-13.2489
1004429,-24.6753
1004430,-14.4173
1004431,-9.87706
1004432,-6.00718
1004433,-25.1222
1004434,-22.134
1004435,-22.1079
1004436,-12.4562
1004437,-16.747
1004438,-11.2432
1004439,-22.0094
1004440,-8.34365
1004441,-25.1559
1004442,-15.2233
1004443,-20.8613
1004444,-5.93038
1004445,-17.3431
1004446,-17.2231
1004447,-15.3268
1004448,-24.9476
1004449,-15.8356
1004450,-28.5095
1004451,-24.1253
1004452,-11.6283
1004453,-28.7098
1004454,-9.44572
1004455,-13.6449
1004456,-20.5694
1004457,-11.8267
1004458,-25.2399
1004459,-22.3268
1004460,-20.2652
1004461,-16.3715
1004462,-25.8531
1004463,-12.4607
1004464,-18.2029
1004465,-23.6174
1004466,-18.545
1004467,-18.1991
1004468,-18.1375
1004469,-15.6503
1004470,-16.7103
1004471,-13.7272
1004472,-17.1777
1004473,-23.5907
1004474,-17.1062
1004475,-22.7142
1004476,-20.7595
1004477,-24.0443
1004478,-27.6966
1004479,-15.1331
1004480,-9.28964
1004481,-7.4709
1004482,-16.8858
1004483,-15.9023
1004484,-10.3998
1004485,-13.0796
1004486,-10.7599
1004487,-9.8258
1004488,-18.8754
1004489,-11.0634
1004490,-13.2966
1004491,-12.3672
1004492,-7.14238
1004493,-18.3621
1004494,-16.3241
1004495,-16.9619
1004496,-24.4141
1004497,-11.9274
1004498,-21.2466
1004499,-20.4982
1004500,-20.6552
1004501,-23.6371
1004502,-24.4964
1004503,-18.5171
1004504,-17.6094
1004505,-30.7617
1004506,-18.1181
1004507,-6.02824
1004508,-10.1441
1004509,-16.7477
1004510,-29.3584
1004511,-15.363
1004512,-16.3916
1004513,-9.48466
1004514,-8.49505
1004515,-21.1297
1004516,-12.5761
1004517,-18.9377
1004518,-15.0506
1004519,-10.4026
1004520,-20.8528
1004521,-22.9575
1004522,-25.0099
1004523,-19.1627
1004524,-24.8522
1004525,-17.1992
1004526,-11.5899
1004527,-17.0129
1004528,-16.3076
1004529,-18.9223
1004530,-19.5151
1004531,-8.78995
1004532,-23.9991
1004533,-24.4521
1004534,-19.0225
1004535,-6.99312
1004536,-16.3596
1004537,-16.3013
1004538,-18.8498
1004539,-11.384
1004540,-19.3452
1004541,-11.6252
1004542,-27.1363
1004543,-14.1173
1004544,-12.3165
1004545,-15.7303
1004546,-10.4738
1004547,-16.6248
1004548,-19.1119
1004549,-17.8313
1004550,-13.5962
1004551,-19.1313
1004552,-12.4807
1004553,-13.6693
1004554,-11.7337
1004555,-18.9935
1004556,-28.4641
1004557,-19.8999
1004558,-21.9364
1004559,-22.6445
1004560,-12.8711
1004561,-12.7898
1004562,-21.7606
1004563,-25.4342
1004564,-21.2308
1004565,-23.9862
1004566,-20.6936
1004567,-15.9553
1004568,-22.2589
1004569,-2.43295
1004570,-13.1068
1004571,-22.95
1004572,-18.4623
1004573,-15.1286
1004574,-13.9965
1004575,-14.2151
1004576,-11.4927
1004577,-14.4582
1004578,-12.1846
1004579,-18.5444
1004580,-16.1819
1004581,-11.6779
1004582,-18.1062
1004583,-11.2166
1004584,-24.7319
1004585,-16.812
1004586,-14.0644
1004587,-21.6896
1004588,-14.7133
1004589,-34.284
1004590,-14.0081
1004591,-12.3098
1004592,-6.30482
1004593,-8.98901
1004594,-21.9051
1004595,-22.7593
1004596,-17.1116
1004597,-7.88168
1004598,-23.6304
1004599,-25.1306
1004600,-18.6017
1004601,-9.72926
1004602,-23.7995
1004603,-21.0519
1004604,-19.2566
1004605,-11.5679
1004606,-4.56709
1004607,-11.5023
1004608,-18.7742
1004609,-10.5714
1004610,-24.1791
1004611,-19.571
1004612,-29.0555
1004613,-19.3993
1004614,-20.3879
1004615,-11.0653
1004616,-15.3329
1004617,-20.3888
1004618,-22.1305
1004619,-23.6517
1004620,-8.88828
1004621,-22.7191
1004622,-10.3398
1004623,-27.3085
1004624,-12.8493
1004625,-16.2653
1004626,-20.3755
1004627,-16.2556
1004628,-20.8812
1004629,-23.9834
1004630,-23.1965
1004631,-16.5203
1004632,-18.9085
1004633,-17.3001
1004634,-28.2085
1004635,-16.8143
1004636,-18.474
1004637,-19.6432
1004638,-30.4634
1004639,-20.986
1004640,-30.1224
1004641,-22.1821
1004642,-23.934
1004643,-23.1637
1004644,-13.7413
1004645,-25.3048
1004646,-18.4415
1004647,-14.4923
1004648,-20.7302
1004649,-21.1212
1004650,-20.7141
1004651,-11.9518
1004652,-12.9968
1004653,-19.5369
1004654,-13.3227
1004655,-17.8289
1004656,-22.8038
1004657,-14.8855
1004658,-15.1096
1004659,-17.9081
1004660,-28.5973
1004661,-16.5719
1004662,-5.4874
1004663,-17.0969
1004664,-12.4691
1004665,-23.5318
1004666,-16.3931
1004667,-17.9036
1004668,-14.7782
1004669,-24.2919
1004670,-17.9127
1004671,-16.8802
1004672,-17.6776
1004673,-15.5948
1004674,-23.2255
1004675,-16.9799
1004676,-10.8184
1004677,-13.9987
1004678,-15.684
1004679,-8.74296
1004680,-12.8158
1004681,-23.4359
1004682,-14.4825
1004683,-4.51444
1004684,-13.1331
1004685,-14.9987
1004686,-17.716
1004687,-15.9428
1004688,-11.1153
1004689,-18.934
1004690,-18.0767
1004691,-23.6994
1004692,-22.2985
1004693,-13.3414
1004694,-19.8472
1004695,-14.6025
1004696,-10.266
1004697,-16.6686
1004698,-18.8256
1004699,-13.2281
1004700,-13.8351
1004701,-7.52187
1004702,-3.59995
1004703,-10.4458
1004704,-14.5013
1004705,-17.0404
1004706,-21.9931
1004707,-26.1781
1004708,-21.4466
1004709,-16.6474
1004710,-16.8143
1004711,-14.9452
1004712,-25.3188
1004713,-19.1747
1004714,-22.7191
1004715,-25.7499
1004716,-15.4505
1004717,-14.3788
1004718,-10.2151
1004719,-27.7711
1004720,-19.7811
1004721,-12.1806
1004722,-19.8883
1004723,-19.621
1004724,-18.117
1004725,-22.1003
1004726,-15.0099
1004727,-19.9752
1004728,-16.0029
1004729,-32.821
1004730,-7.57485
1004731,-4.73152
1004732,-22.2283
1004733,-26.0533
1004734,-12.3855
1004735,-20.7362
1004736,-15.5559
1004737,-19.1994
1004738,-12.5608
1004739,-12.4268
1004740,-14.3889
1004741,-19.6304
1004742,-11.5186
1004743,-10.4389
1004744,-23.7582
1004745,-22.6571
1004746,-24.902
1004747,-20.2846
1004748,-20.4173
1004749,-19.658
1004750,-12.2997
1004751,-4.32411
1004752,-23.1704
1004753,-18.5075
1004754,-11.2794
1004755,-13.6079
1004756,-13.3334
1004757,-14.049
1004758,-14.2365
1004759,-21.8896
1004760,-13.6164
1004761,-22.7895
1004762,-24.0961
1004763,-23.5022
1004764,-7.97743
1004765,-18.693
1004766,-21.4434
1004767,-16.6965
1004768,-16.5367
1004769,-15.8602
1004770,-15.4294
1004771,-16.1211
1004772,-16.2025
1004773,-16.9452
1004774,-6.36295
1004775,-16.3091
1004776,-14.9765
1004777,-9.45346
1004778,-13.6109
1004779,-21.5567
1004780,-17.8206
1004781,-28.8041
1004782,-6.02919
1004783,-15.1315
1004784,-24.5334
1004785,-15.4801
1004786,-13.4211
1004787,-17.1666
1004788,-10.2181
1004789,-23.9723
1004790,-18.6604
1004791,-13.8995
1004792,-18.1876
1004793,-26.1295
1004794,-16.3487
1004795,-12.7446
1004796,-23.3587
1004797,-21.1801
1004798,-22.4025
1004799,-25.8707
1004800,-13.7208
1004801,-19.1876
1004802,-18.1125
1004803,-16.4197
1004804,-5.3059
1004805,-19.724
1004806,-23.8733
1004807,-7.85864
1004808,-20.6543
1004809,-13.8456
1004810,-16.0435
1004811,-20.7367
1004812,-12.9612
1004813,-25.0903
1004814,-17.9973
1004815,-11.8117
1004816,-16.5679
1004817,-22.2534
1004818,-14.2883
1004819,-17.7116
1004820,-23.2061
1004821,-18.3617
1004822,-20.2584
1004823,-10.8301
1004824,-16.9355
1004825,-22.9917
1004826,-20.1042
1004827,-25.7902
1004828,-8.59176
1004829,-20.3695
1004830,-28.5025
1004831,-16.2109
1004832,-15.7232
1004833,-7.90684
1004834,-13.7629
1004835,-22.3974
1004836,-12.1028
1004837,-12.3642
1004838,-23.5722
1004839,-18.9044
1004840,-23.4754
1004841,-17.7507
1004842,-14.4561
1004843,-22.3231
1004844,-20.6226
1004845,-14.3403
1004846,-15.1972
1004847,-17.8536
1004848,-14.8165
1004849,-22.6244
1004850,-22.2087
1004851,-17.6824
1004852,-17.2405
1004853,-16.9371
1004854,-15.4475
1004855,-22.8634
1004856,-25.7364
1004857,-15.0672
1004858,-8.54918
1004859,-23.7028
1004860,-9.84871
1004861,-23.7064
1004862,-25.7392
1004863,-15.5415
1004864,-29.4191
1004865,-22.5056
1004866,-18.259
1004867,-20.8947
1004868,-30.5792
1004869,-10.6725
1004870,-19.2093
1004871,-21.3727
1004872,-19.6857
1004873,-18.9737
1004874,-5.20352
1004875,-15.8611
1004876,-22.8763
1004877,-14.2615
1004878,-22.7978
1004879,-20.5808
1004880,-10.9632
1004881,-20.8544
1004882,-7.21527
1004883,-13.0265
1004884,-18.3758
1004885,-15.8646
1004886,-18.0633
1004887,-23.7916
1004888,-15.2915
1004889,-21.8715
1004890,-23.9447
1004891,-19.9393
1004892,-23.9801
1004893,-17.2599
1004894,-15.8781
1004895,-16.8713
1004896,-18.4282
1004897,-10.8982
1004898,-15.5897
1004899,-28.3374
1004900,-19.1103
1004901,-19.0958
1004902,-16.2822
1004903,-19.8715
1004904,-13.0687
1004905,-19.198
1004906,-13.7519
1004907,-17.2181
1004908,-23.6407
1004909,-15.9372
1004910,-15.1106
1004911,-23.5524
1004912,-19.856
1004913,-23.9053
1004914,-18.6073
1004915,-14.4595
1004916,-8.09719
1004917,-29.1625
1004918,-27.7735
1004919,-25.6444
1004920,-8.74463
1004921,-19.079
1004922,-19.8291
1004923,-21.033
1004924,-23.1017
1004925,-14.2393
1004926,-11.8848
1004927,-25.345
1004928,-22.1219
1004929,-19.4312
1004930,-17.6881
1004931,-13.164
1004932,-17.4795
1004933,-15.2253
1004934,-20.1785
1004935,-23.6019
1004936,-18.3165
1004937,-11.1714
1004938,-20.3399
1004939,-13.6773
1004940,-8.79123
1004941,-16.3606
1004942,-20.2871
1004943,-10.5501
1004944,-19.015
1004945,-14.9978
1004946,-23.9987
1004947,-17.0781
1004948,-19.1368
1004949,-25.0107
1004950,-22.2422
1004951,-17.6247
1004952,-22.7338
1004953,-17.4959
1004954,-17.5512
1004955,-23.2604
1004956,-10.5376
1004957,-16.6065
1004958,-17.8856
1004959,-7.4647
1004960,-19.6761
1004961,-3.40561
1004962,-20.1466
1004963,-20.3463
1004964,-11.3795
1004965,-11.1431
1004966,-19.3561
1004967,-15.4749
1004968,-14.8778
1004969,-26.5285
1004970,-25.307
1004971,-10.1006
1004972,-13.9338
1004973,-23.046
1004974,-14.9953
1004975,-24.0778
1004976,-22.6923
1004977,-20.7099
1004978,-18.9348
1004979,-15.8112
1004980,-23.9877
1004981,-17.6407
1004982,-27.4639
1004983,-21.6935
1004984,-20.4636
1004985,-15.0566
1004986,-18.6413
1004987,-10.0815
1004988,-13.791
1004989,-23.3879
1004990,-7.90124
1004991,-23.514
1004992,-11.1064
1004993,-17.9511
1004994,-14.4376
1004995,-12.0294
1004996,-24.2682
1004997,-15.6309
1004998,-23.1693
1004999,-18.5358
1005000,-18.2611
1005001,-20.1686
1005002,-11.4838
1005003,-19.0689
1005004,-12.5496
1005005,-12.1331
1005006,-26.9266
1005007,-13.9866
1005008,-36.215
1005009,-13.5282
1005010,3.72097
1005011,-27.3076
1005012,-16.2406
1005013,-15.7022
1005014,-20.2571
1005015,-21.4864
1005016,-17.4855
1005017,-19.21
1005018,-17.8667
1005019,-19.8748
1005020,-10.1281
1005021,-16.8699
1005022,-20.1852
1005023,-18.579
1005024,-18.1327
1005025,-21.3956
1005026,-7.82391
1005027,-2.74323
1005028,-8.98081
1005029,-10.764
1005030,-23.9268
1005031,-8.61155
1005032,-4.94942
1005033,-17.7345
1005034,-25.0551
1005035,-18.8623
1005036,-21.7068
1005037,-8.15253
1005038,-13.371
1005039,-23.0546
1005040,-23.5426
1005041,-26.3133
1005042,-8.52727
1005043,-22.7803
1005044,-22.0494
1005045,-22.713
1005046,-15.1096
1005047,-32.579
1005048,-24.9824
1005049,-14.751
1005050,-9.16294
1005051,-19.2575
1005052,-27.1104
1005053,-22.8496
1005054,-9.84762
1005055,-16.4403
1005056,-19.8271
1005057,-20.5216
1005058,-21.338
1005059,-14.6166
1005060,-10.7306
1005061,-8.99029
1005062,-16.5382
1005063,-17.7513
1005064,-4.48963
1005065,-11.398
1005066,-15.1227
1005067,-17.4499
1005068,-17.0899
1005069,-22.7883
1005070,-26.3964
1005071,-16.2876
1005072,-15.4148
1005073,-0.844683
1005074,-17.1979
1005075,-22.7148
1005076,-18.4438
1005077,-13.3829
1005078,-23.0135
1005079,-20.1885
1005080,-10.7025
1005081,-14.3122
1005082,-10.82
1005083,-22.4118
1005084,-18.9163
1005085,-16.8228
1005086,-17.9219
1005087,-17.3484
1005088,-17.3683
1005089,-19.0992
1005090,-19.3161
1005091,-15.5441
1005092,-17.8624
1005093,-19.4843
1005094,-25.8199
1005095,-19.7927
1005096,-27.051
1005097,-25.0979
1005098,-23.4427
1005099,-22.1989
1005100,-21.5191
1005101,-23.7188
1005102,-30.1674
1005103,-36.1501
1005104,-9.46403
1005105,-22.1328
1005106,-25.6481
1005107,-13.1262
1005108,-25.1846
1005109,-19.8846
1005110,-12.9999
1005111,-24.6618
1005112,-7.70232
1005113,-13.4911
1005114,-12.622
1005115,-12.0693
1005116,-25.5582
1005117,-17.6902
1005118,-12.9842
1005119,-8.50203
1005120,-4.45074
1005121,-16.1849
1005122,-17.2875
1005123,-16.4022
1005124,-18.2742
1005125,-8.40739
1005126,-16.3985
1005127,-15.1794
1005128,-19.6251
1005129,-24.7898
1005130,-19.152
1005131,-20.9206
1005132,-21.6765
1005133,-8.31067
1005134,-15.5073
1005135,-19.1507
1005136,-12.8063
1005137,-21.0846
1005138,-19.3038
1005139,-19.1861
1005140,-18.6924
1005141,-15.9821
1005142,-15.4782
1005143,-16.2512
1005144,-21.1286
1005145,-21.1982
1005146,-32.1653
1005147,-16.0564
1005148,-27.1813
1005149,-15.4114
1005150,-14.7552
1005151,-19.8038
1005152,-23.2729
1005153,-9.8236
1005154,-11.552
1005155,-15.2909
1005156,-21.4457
1005157,-24.2479
1005158,-22.1997
1005159,-16.0353
1005160,-4.41816
1005161,-17.4903
1005162,-18.1004
1005163,-19.8819
1005164,-23.9241
1005165,-8.83313
1005166,-15.7105
1005167,-14.2958
1005168,-21.4323
1005169,-11.3184
1005170,-9.55644
1005171,-15.4164
1005172,-25.9719
1005173,-22.6189
1005174,-30.8332
1005175,-16.4729
1005176,-20.1684
1005177,-24.7481
1005178,-11.7987
1005179,-27.9415
1005180,-16.1527
1005181,-16.3362
1005182,-25.0302
1005183,-17.1717
1005184,-16.7712
1005185,-18.0397
1005186,-11.6882
1005187,-16.3946
1005188,-19.2702
1005189,-21.1557
1005190,-19.2323
1005191,-16.5246
1005192,-12.1112
1005193,-17.4627
1005194,-15.1342
1005195,-21.9782
1005196,-10.6637
1005197,-10.9373
1005198,-32.0991
1005199,-15.1065
1005200,-21.1993
1005201,-20.318
1005202,-13.6891
1005203,-13.5315
1005204,-20.4165
1005205,-10.8308
1005206,-23.4973
1005207,-16.6628
1005208,-24.995
1005209,-23.9758
1005210,-22.3916
1005211,-24.5831
1005212,-16.5646
1005213,-16.8823
1005214,-15.4497
1005215,-18.712
1005216,-4.82277
1005217,-12.9847
1005218,-15.1101
1005219,-18.7303
1005220,-24.5346
1005221,-26.0143
1005222,-25.8093
1005223,-9.85225
1005224,-24.9202
1005225,-17.0003
1005226,-21.2653
1005227,-17.0908
1005228,-14.1678
1005229,-12.2638
1005230,-21.486
1005231,-21.398
1005232,-8.0847
1005233,-27.1147
1005234,-15.424
1005235,-12.277
1005236,-9.15644
1005237,-18.0508
1005238,-18.3632
1005239,-25.0933
1005240,-15.2642
1005241,-30.2967
1005242,-10.8812
1005243,-12.1258
1005244,-15.848
1005245,-13.8811
1005246,-17.8311
1005247,-9.51566
1005248,-5.55453
1005249,-14.4926
1005250,-13.8311
1005251,-13.7166
1005252,-14.5878
1005253,-15.3834
1005254,-17.16
1005255,-13.8657
1005256,-23.4842
1005257,-17.6828
1005258,-25.6177
1005259,-23.4925
1005260,-15.9789
1005261,-7.34848
1005262,-20.0112
1005263,-19.7269
1005264,-21.6831
1005265,-16.8274
1005266,-20.2355
1005267,-17.0634
1005268,-7.1484
1005269,-10.9639
1005270,-18.1929
1005271,-20.5988
1005272,-17.6634
1005273,-23.1931
1005274,-20.63
1005275,-6.77626
1005276,-26.2827
1005277,-17.795
1005278,-16.6051
1005279,-26.9205
1005280,-10.1544
1005281,-16.2477
1005282,-17.3865
1005283,-20.724
1005284,-20.0632
1005285,-14.1556
1005286,-25.9016
1005287,-21.5191
1005288,-11.9819
1005289,-15.2619
1005290,-12.443
1005291,-20.2455
1005292,-20.8847
1005293,-18.6386
1005294,-10.9515
1005295,-19.8301
1005296,-9.96226
1005297,-17.4585
1005298,-18.2757
1005299,-14.8619
1005300,-18.1529
1005301,-18.8851
1005302,-18.4856
1005303,-22.8141
1005304,-18.3643
1005305,-16.162
1005306,-16.3146
1005307,-14.9192
1005308,-27.8742
1005309,-16.5043
1005310,-22.5938
1005311,-19.4979
1005312,-12.6242
1005313,-23.8143
1005314,-15.5786
1005315,-19.514
1005316,-23.7485
1005317,-7.50596
1005318,-16.1983
1005319,-21.9119
1005320,-20.9822
1005321,-5.67694
1005322,-13.9416
1005323,-31.0923
1005324,-19.7511
1005325,-20.9015
1005326,-15.877
1005327,-12.0876
1005328,-16.1365
1005329,-12.4045
1005330,-19.6616
1005331,-23.4031
1005332,-12.7117
1005333,-8.04145
1005334,-12.441
1005335,-16.6349
1005336,-18.2966
1005337,-24.419
1005338,-19.9339
1005339,-15.4938
1005340,-17.0341
1005341,-25.8783
1005342,-12.9316
1005343,-23.7267
1005344,-20.4202
1005345,-16.9965
1005346,-15.1135
1005347,-24.0662
1005348,-13.8577
1005349,-19.9127
1005350,-8.69335
1005351,-11.1909
1005352,-21.617
1005353,-19.244
1005354,-15.2122
1005355,-15.3159
1005356,-14.5474
1005357,-24.2276
1005358,-5.7556
1005359,-21.875
1005360,-27.8896
1005361,-11.8777
1005362,-22.2751
1005363,-22.2499
1005364,-16.5485
1005365,-22.5681
1005366,-25.5319
1005367,-16.5457
1005368,-16.6249
1005369,-16.6529
1005370,-16.875
1005371,-10.87
1005372,-12.8024
1005373,-22.9334
1005374,-23.9753
1005375,-13.9654
1005376,-8.66708
1005377,-17.7471
1005378,-23.2288
1005379,-22.6729
1005380,-19.1362
1005381,-22.9064
1005382,-20.2137
1005383,-17.0135
1005384,-18.855
1005385,-18.6955
1005386,-25.4924
1005387,-19.6115
1005388,-20.1732
1005389,-14.9921
1005390,-20.0609
1005391,-23.8557
1005392,-13.2644
1005393,-5.8143
1005394,-12.8953
1005395,-27.9527
1005396,-19.8391
1005397,-21.8703
1005398,-17.237
1005399,-21.7424
1005400,-17.4474
1005401,-30.5315
1005402,-14.4137
1005403,-27.48
1005404,-20.1302
1005405,-21.3092
1005406,-18.9431
1005407,-20.1477
1005408,-17.9142
1005409,-10.1499
1005410,-11.8482
1005411,-17.3142
1005412,-8.0208
1005413,-26.4408
1005414,-7.72331
1005415,-16.0229
1005416,-14.8149
1005417,-21.0649
1005418,-15.9133
1005419,-13.6945
1005420,-18.5657
1005421,-24.953
1005422,-4.24315
1005423,-18.973
1005424,-13.1842
1005425,-6.65465
1005426,-16.9187
1005427,-11.8044
1005428,-11.9059
1005429,-29.918
1005430,-12.981
1005431,-20.2784
1005432,-13.6509
1005433,-9.89748
1005434,-21.9175
1005435,-20.4516
1005436,-17.7003
1005437,-20.1872
1005438,-17.7209
1005439,-30.9799
1005440,-9.34273
1005441,-15.6796
1005442,-12.4744
1005443,-23.2245
1005444,-21.6413
1005445,-22.7965
1005446,-17.7538
1005447,-16.2685
1005448,-19.1763
1005449,-7.43951
1005450,-15.7041
1005451,-18.7191
1005452,-14.7026
1005453,-15.7559
1005454,-15.9368
1005455,-26.2492
1005456,-20.6022
1005457,-15.4863
1005458,-14.1188
1005459,-17.0991
1005460,-14.6366
1005461,-4.51625
1005462,-8.50169
1005463,-7.33159
1005464,-14.8604
1005465,-3.50208
1005466,-31.0696
1005467,-20.2739
1005468,-16.4285
1005469,-16.1001
1005470,-21.3437
1005471,-21.7576
1005472,-19.4599
1005473,-18.6698
1005474,-15.3277
1005475,-25.9525
1005476,-20.3435
1005477,-10.6946
1005478,-20.4325
1005479,-7.5059
1005480,-25.7604
1005481,-2.61856
1005482,-10.7171
1005483,-14.9049
1005484,-17.7813
1005485,-17.0374
1005486,-24.7087
1005487,-16.1587
1005488,-15.0359
1005489,-21.3024
1005490,-14.62
1005491,-11.0422
1005492,-16.8875
1005493,-16.1816
1005494,-20.293
1005495,-28.652
1005496,-8.87517
1005497,-17.5574
1005498,-16.8922
1005499,-22.6874
1005500,-14.0267
1005501,-17.7052
1005502,-22.4879
1005503,-12.6424
1005504,-13.9191
1005505,-22.5301
1005506,-20.4475
1005507,-22.6988
1005508,-22.0066
1005509,-17.1475
1005510,-15.9977
1005511,-12.2759
1005512,-16.7862
1005513,-17.9049
1005514,-20.5391
1005515,-21.5182
1005516,-10.0727
1005517,-24.6409
1005518,-18.6238
1005519,-11.7984
1005520,-20.5458
1005521,-16.9356
1005522,-14.5728
1005523,-20.9488
1005524,-13.8962
1005525,-14.5903
1005526,-10.2658
1005527,-9.37433
1005528,-10.3428
1005529,-20.6821
1005530,-6.34134
1005531,-22.6576
1005532,-22.3729
1005533,-17.9482
1005534,-14.057
1005535,-7.95429
1005536,-15.9799
1005537,-13.6402
1005538,-20.3164
1005539,-11.7857
1005540,-20.3015
1005541,-25.4674
1005542,-13.0021
1005543,-22.7929
1005544,-15.3616
1005545,-13.8094
1005546,-10.6491
1005547,-19.0899
1005548,-13.5918
1005549,-15.1704
1005550,-23.3183
1005551,-9.01158
1005552,-18.7392
1005553,-22.7771
1005554,-18.2869
1005555,-21.1849
1005556,-18.1163
1005557,-12.1712
1005558,-20.8416
1005559,-12.8956
1005560,-15.1129
1005561,-15.069
1005562,-16.9584
1005563,-17.7003
1005564,-18.1805
1005565,-16.8319
1005566,-11.2551
1005567,-13.8666
1005568,-21.0101
1005569,-18.9102
1005570,-21.8476
1005571,-26.7778
1005572,-19.2976
1005573,-20.2941
1005574,-14.248
1005575,-21.7854
1005576,-18.808
1005577,-18.7973
1005578,-12.9551
1005579,-22.8773
1005580,-14.5231
1005581,-14.8108
1005582,-32.3264
1005583,-10.2933
1005584,-20.0493
1005585,-5.43844
1005586,-15.0643
1005587,-11.9233
1005588,-13.0154
1005589,-26.9544
1005590,-17.7879
1005591,-10.1257
1005592,-23.516
1005593,-21.1171
1005594,-16.3338
1005595,-7.23938
1005596,-9.32549
1005597,-19.3194
1005598,-14.3789
1005599,-18.9662
1005600,-14.6888
1005601,-23.1665
1005602,-13.6472
1005603,-1.29836
1005604,-18.2628
1005605,-15.6053
1005606,-14.898
1005607,-18.2434
1005608,-11.1065
1005609,-13.3475
1005610,-27.8008
1005611,-13.3296
1005612,-25.9629
1005613,-9.83441
1005614,-11.0489
1005615,-20.5612
1005616,-17.1418
1005617,-15.4155
1005618,-23.2926
1005619,-12.0231
1005620,-21.0221
1005621,-16.2512
1005622,-23.3369
1005623,-13.0276
1005624,-18.9567
1005625,-10.6289
1005626,-18.7432
1005627,-22.3306
1005628,-22.0833
1005629,-22.372
1005630,-16.8331
1005631,-19.4353
1005632,-29.4281
1005633,-16.4798
1005634,-9.70623
1005635,-22.3504
1005636,-21.5468
1005637,-17.486
1005638,-21.4114
1005639,-18.6426
1005640,-19.075
1005641,-18.4267
1005642,-19.371
1005643,-21.9294
