IID Py intercept R
1001033 3.61542 1 1
1001034 -5.35426 1 1
1001035 6.02499 1 1
1001036 -1.8925 1 1
1001037 0.53921 1 1
1001038 -6.86906 1 1
1001039 7.13566 1 1
1001040 5.07687 1 1
1001041 -6.5129 1 1
1001042 7.62738 1 1
1001043 -2.50198 1 1
1001044 2.01739 1 1
1001045 -6.7953 1 1
1001046 2.73044 1 1
1001047 0.0275835 1 1
1001048 3.59127 1 1
1001049 -4.46519 1 1
1001050 -2.95125 1 1
1001051 -1.78988 1 1
1001052 -5.04388 1 1
1001053 -10.2059 1 1
1001054 -4.93177 1 1
1001055 6.77644 1 1
1001056 4.48984 1 1
1001057 -5.53389 1 1
1001058 3.28893 1 1
1001059 5.24815 1 1
1001060 -5.95304 1 1
1001061 -1.34361 1 1
1001062 -1.14573 1 1
1001063 -1.60306 1 1
1001064 -0.156707 1 1
1001065 0.251933 1 1
1001066 7.63552 1 1
1001067 0.594598 1 1
1001068 9.72758 1 1
1001069 1.10166 1 1
1001070 -1.28163 1 1
1001071 -0.491046 1 1
1001072 -2.57013 1 1
1001073 -1.90666 1 1
1001074 -4.55251 1 1
1001075 -1.31914 1 1
1001076 3.84968 1 1
1001077 -4.25675 1 1
1001078 -0.559818 1 1
1001079 -3.66991 1 1
1001080 -2.12059 1 1
1001081 3.60744 1 1
1001082 4.5631 1 1
1001083 0.561695 1 1
1001084 1.14545 1 1
1001085 6.90048 1 1
1001086 -3.01468 1 1
1001087 -6.76829 1 1
1001088 6.85079 1 1
1001089 3.54046 1 1
1001090 -1.57653 1 1
1001091 8.22348 1 1
1001092 0.523799 1 1
1001093 7.2816 1 1
1001094 -3.7673 1 1
1001095 -3.91593 1 1
1001096 3.08921 1 1
1001097 6.80722 1 1
1001098 1.65833 1 1
1001099 -5.35906 1 1
1001100 -5.4228 1 1
1001101 -0.398954 1 1
1001102 0.456235 1 1
1001103 -0.951785 1 1
1001104 0.747461 1 1
1001105 -5.12929 1 1
1001106 -2.99383 1 1
1001107 -0.612305 1 1
1001108 -1.25344 1 1
1001109 -3.88724 1 1
1001110 -1.32041 1 1
1001111 2.36974 1 1
1001112 4.26197 1 1
1001113 -2.9929 1 1
1001114 7.5398 1 1
1001115 9.06441 1 1
1001116 -2.73386 1 1
1001117 -0.136773 1 1
1001118 0.062904 1 1
1001119 -2.0115 1 1
1001120 -5.97347 1 1
1001121 0.136877 1 1
1001122 -8.9347 1 1
1001123 2.5899 1 1
1001124 -1.68606 1 1
1001125 -7.29213 1 1
1001126 4.78512 1 1
1001127 -1.92895 1 1
1001128 2.5385 1 1
1001129 1.58888 1 1
1001130 -1.16537 1 1
1001131 -1.05565 1 1
1001132 0.666587 1 1
1001133 2.37906 1 1
1001134 -6.23409 1 1
1001135 3.62076 1 1
1001136 -3.06081 1 1
1001137 7.50989 1 1
1001138 -8.8745 1 1
1001139 -0.669121 1 1
1001140 2.03045 1 1
1001141 1.96927 1 1
1001142 2.51439 1 1
1001143 -3.11777 1 1
1001144 -8.02827 1 1
1001145 -0.71917 1 1
1001146 -4.86712 1 1
1001147 5.25581 1 1
1001148 0.589651 1 1
1001149 -6.52625 1 1
1001150 -5.96859 1 1
1001151 -5.92272 1 1
1001152 -0.633426 1 1
1001153 10.1533 1 1
1001154 8.05652 1 1
1001155 2.75396 1 1
1001156 -3.3887 1 1
1001157 -9.2962 1 1
1001158 5.53486 1 1
1001159 -6.26921 1 1
1001160 2.72719 1 1
1001161 -2.17514 1 1
1001162 -0.673297 1 1
1001163 2.39013 1 1
1001164 0.713325 1 1
1001165 4.45804 1 1
1001166 -0.518604 1 1
1001167 -2.03957 1 1
1001168 -3.60838 1 1
1001169 1.73295 1 1
1001170 -0.00952699 1 1
1001171 9.36782 1 1
1001172 -3.73445 1 1
1001173 3.92774 1 1
1001174 -3.39049 1 1
1001175 -3.61926 1 1
1001176 5.00948 1 1
1001177 -6.95081 1 1
1001178 -4.02831 1 1
1001179 -2.12747 1 1
1001180 3.26535 1 1
1001181 4.29137 1 1
1001182 -6.83729 1 1
1001183 -0.888845 1 1
1001184 2.62469 1 1
1001185 -6.65932 1 1
1001186 -2.10691 1 1
1001187 3.67767 1 1
1001188 2.19317 1 1
1001189 10.4429 1 1
1001190 3.96411 1 1
1001191 -2.42143 1 1
1001192 1.65562 1 1
1001193 1.38307 1 1
1001194 0.480996 1 1
1001195 -4.21195 1 1
1001196 1.45132 1 1
1001197 -1.5558 1 1
1001198 0.426168 1 1
1001199 -0.357272 1 1
1001200 1.66632 1 1
1001201 -0.341305 1 1
1001202 5.1936 1 1
1001203 -3.91324 1 1
1001204 -9.86237 1 1
1001205 -3.13352 1 1
1001206 2.10542 1 1
1001207 -8.58738 1 1
1001208 -2.96417 1 1
1001209 0.979416 1 1
1001210 3.20986 1 1
1001211 10.5964 1 1
1001212 -3.16965 1 1
1001213 0.346104 1 1
1001214 6.54128 1 1
1001215 1.50549 1 1
1001216 2.7489 1 1
1001217 5.55704 1 1
1001218 1.11626 1 1
1001219 -1.35101 1 1
1001220 3.66178 1 1
1001221 4.64252 1 1
1001222 2.44705 1 1
1001223 -2.06921 1 1
1001224 1.24363 1 1
1001225 -1.84866 1 1
1001226 1.4641 1 1
1001227 1.57581 1 1
1001228 0.174502 1 1
1001229 3.56943 1 1
1001230 8.25685 1 1
1001231 -1.00376 1 1
1001232 0.322013 1 1
1001233 -0.606158 1 1
1001234 5.55168 1 1
1001235 -4.16566 1 1
1001236 -9.5833 1 1
1001237 -6.56331 1 1
1001238 4.5844 1 1
1001239 4.91094 1 1
1001240 8.83174 1 1
1001241 -5.49192 1 1
1001242 5.10373 1 1
1001243 9.51152 1 1
1001244 4.16891 1 1
1001245 -0.586774 1 1
1001246 7.69256 1 1
1001247 -3.24452 1 1
1001248 4.21471 1 1
1001249 2.99535 1 1
1001250 -1.72016 1 1
1001251 5.0317 1 1
1001252 5.18839 1 1
1001253 -1.30365 1 1
1001254 -4.39526 1 1
1001255 -2.9387 1 1
1001256 2.25569 1 1
1001257 -0.96897 1 1
1001258 3.64938 1 1
1001259 1.76274 1 1
1001260 0.472495 1 1
1001261 -2.36692 1 1
1001262 -1.6895 1 1
1001263 -1.86933 1 1
1001264 0.734031 1 1
1001265 3.92928 1 1
1001266 3.35074 1 1
1001267 -1.31134 1 1
1001268 -0.241205 1 1
1001269 3.48535 1 1
1001270 -0.354749 1 1
1001271 1.47929 1 1
1001272 2.51272 1 1
1001273 2.65015 1 1
1001274 -1.80094 1 1
1001275 -3.30025 1 1
1001276 3.96713 1 1
1001277 -5.40004 1 1
1001278 -3.06013 1 1
1001279 0.979893 1 1
1001280 -3.24229 1 1
1001281 -1.20013 1 1
1001282 3.50608 1 1
1001283 -0.549744 1 1
1001284 0.0321824 1 1
1001285 6.21166 1 1
1001286 -2.46152 1 1
1001287 2.3067 1 1
1001288 -3.7648 1 1
1001289 -11.3724 1 1
1001290 -3.39171 1 1
1001291 -0.348625 1 1
1001292 3.30144 1 1
1001293 -3.25112 1 1
1001294 -1.83363 1 1
1001295 -2.89058 1 1
1001296 -0.194838 1 1
1001297 6.59168 1 1
1001298 -1.0007 1 1
1001299 -1.27489 1 1
1001300 -3.569 1 1
1001301 4.85027 1 1
1001302 0.76678 1 1
1001303 -1.27845 1 1
1001304 1.00774 1 1
1001305 -2.25953 1 1
1001306 -0.23229 1 1
1001307 -8.50939 1 1
1001308 0.883918 1 1
1001309 -9.60987 1 1
1001310 -0.146468 1 1
1001311 1.02478 1 1
1001312 -7.34632 1 1
1001313 2.64211 1 1
1001314 2.63905 1 1
1001315 0.891814 1 1
1001316 -3.09856 1 1
1001317 -0.502366 1 1
1001318 2.70532 1 1
1001319 7.36872 1 1
1001320 -4.32227 1 1
1001321 2.38318 1 1
1001322 8.66156 1 1
1001323 0.158367 1 1
1001324 -0.131507 1 1
1001325 6.89235 1 1
1001326 -9.86675 1 1
1001327 4.01054 1 1
1001328 8.82519 1 1
1001329 -2.94237 1 1
1001330 4.26229 1 1
1001331 -7.01966 1 1
1001332 -4.18209 1 1
1001333 -0.70311 1 1
1001334 1.44119 1 1
1001335 6.47575 1 1
1001336 1.1964 1 1
1001337 2.43672 1 1
1001338 5.94433 1 1
1001339 5.77701 1 1
1001340 -6.55772 1 1
1001341 7.79304 1 1
1001342 -5.44995 1 1
1001343 -6.1151 1 1
1001344 0.492476 1 1
1001345 2.73891 1 1
1001346 -7.66969 1 1
1001347 3.09234 1 1
1001348 2.51386 1 1
1001349 -3.52322 1 1
1001350 4.78786 1 1
1001351 1.94521 1 1
1001352 0.935982 1 1
1001353 -2.07933 1 1
1001354 1.92236 1 1
1001355 1.54149 1 1
1001356 1.08177 1 1
1001357 -4.64505 1 1
1001358 2.62763 1 1
1001359 3.17754 1 1
1001360 -2.62004 1 1
1001361 1.03414 1 1
1001362 1.02043 1 1
1001363 2.85725 1 1
1001364 -2.22851 1 1
1001365 2.07052 1 1
1001366 6.1733 1 1
1001367 -2.43636 1 1
1001368 -2.44495 1 1
1001369 1.76754 1 1
1001370 5.98144 1 1
1001371 -5.74059 1 1
1001372 -6.1546 1 1
1001373 0.655756 1 1
1001374 -1.39785 1 1
1001375 -8.55493 1 1
1001376 -0.644902 1 1
1001377 0.743178 1 1
1001378 4.44252 1 1
1001379 3.83099 1 1
1001380 -0.349859 1 1
1001381 6.05425 1 1
1001382 -0.938073 1 1
1001383 -4.98011 1 1
1001384 -1.50733 1 1
1001385 -5.95636 1 1
1001386 -1.73816 1 1
1001387 -1.59541 1 1
1001388 0.362433 1 1
1001389 -1.67618 1 1
1001390 7.34428 1 1
1001391 -3.13364 1 1
1001392 -0.688753 1 1
1001393 2.65842 1 1
1001394 7.00118 1 1
1001395 1.67858 1 1
1001396 -2.19798 1 1
1001397 7.11513 1 1
1001398 1.16543 1 1
1001399 7.2103 1 1
1001400 -0.935119 1 1
1001401 -5.11389 1 1
1001402 -3.69036 1 1
1001403 -4.94459 1 1
1001404 -0.13249 1 1
1001405 -0.97686 1 1
1001406 -4.68668 1 1
1001407 -1.73158 1 1
1001408 5.50293 1 1
1001409 7.82039 1 1
1001410 0.0758865 1 1
1001411 4.75661 1 1
1001412 -1.17879 1 1
1001413 6.59597 1 1
1001414 -0.884645 1 1
1001415 -1.50406 1 1
1001416 9.8105 1 1
1001417 4.75192 1 1
1001418 -2.42065 1 1
1001419 7.71158 1 1
1001420 4.95904 1 1
1001421 5.8789 1 1
1001422 6.18218 1 1
1001423 -3.68806 1 1
1001424 -6.23223 1 1
1001425 -0.77405 1 1
1001426 6.59896 1 1
1001427 1.24526 1 1
1001428 2.70181 1 1
1001429 5.71122 1 1
1001430 3.08382 1 1
1001431 -1.00828 1 1
1001432 -4.60714 1 1
1001433 -2.46418 1 1
1001434 -0.810363 1 1
1001435 7.10142 1 1
1001436 3.88142 1 1
1001437 -2.46143 1 1
1001438 -7.50969 1 1
1001439 0.777714 1 1
1001440 -0.140725 1 1
1001441 4.86402 1 1
1001442 6.07242 1 1
1001443 2.06367 1 1
1001444 -10.4634 1 1
1001445 -4.10678 1 1
1001446 -0.928953 1 1
1001447 4.38368 1 1
1001448 -3.05298 1 1
1001449 4.876 1 1
1001450 -1.62927 1 1
1001451 5.9505 1 1
1001452 6.55614 1 1
1001453 -3.02192 1 1
1001454 -2.1388 1 1
1001455 -0.530575 1 1
1001456 3.27616 1 1
1001457 -7.47015 1 1
1001458 6.17473 1 1
1001459 4.98481 1 1
1001460 -2.05615 1 1
1001461 0.570351 1 1
1001462 0.242406 1 1
1001463 2.10875 1 1
1001464 2.86465 1 1
1001465 -2.9881 1 1
1001466 -0.844555 1 1
1001467 1.79328 1 1
1001468 1.9234 1 1
1001469 7.47532 1 1
1001470 -10.7498 1 1
1001471 2.57334 1 1
1001472 -1.67026 1 1
1001473 -5.90422 1 1
1001474 0.341174 1 1
1001475 -1.20994 1 1
1001476 -3.7349 1 1
1001477 9.43616 1 1
1001478 -4.87109 1 1
1001479 6.09731 1 1
1001480 -0.57207 1 1
1001481 0.874901 1 1
1001482 0.0529793 1 1
1001483 2.2362 1 1
1001484 6.57612 1 1
1001485 -6.82794 1 1
1001486 -4.60314 1 1
1001487 -1.73631 1 1
1001488 -6.14819 1 1
1001489 3.47985 1 1
1001490 3.48957 1 1
1001491 6.40863 1 1
1001492 1.6231 1 1
1001493 -4.52064 1 1
1001494 7.8279 1 1
1001495 1.05197 1 1
1001496 0.982846 1 1
1001497 9.45385 1 1
1001498 -9.32405 1 1
1001499 3.63696 1 1
1001500 -2.61342 1 1
1001501 3.91152 1 1
1001502 1.26223 1 1
1001503 1.50948 1 1
1001504 -1.19468 1 1
1001505 5.58437 1 1
1001506 8.1083 1 1
1001507 -4.80747 1 1
1001508 4.34814 1 1
1001509 5.45848 1 1
1001510 -5.85321 1 1
1001511 3.60415 1 1
1001512 -4.67697 1 1
1001513 0.666292 1 1
1001514 -3.87479 1 1
1001515 2.19078 1 1
1001516 -0.042615 1 1
1001517 1.04821 1 1
1001518 2.512 1 1
1001519 -0.456174 1 1
1001520 3.63006 1 1
1001521 6.72988 1 1
1001522 -0.619859 1 1
1001523 0.663798 1 1
1001524 5.95525 1 1
1001525 4.19104 1 1
1001526 -2.1797 1 1
1001527 5.98502 1 1
1001528 -1.9392 1 1
1001529 9.06611 1 1
1001530 -3.39034 1 1
1001531 5.57067 1 1
1001532 1.97338 1 1
1001533 2.90326 1 1
1001534 -5.30907 1 1
1001535 3.83525 1 1
1001536 7.64744 1 1
1001537 -6.25558 1 1
1001538 1.41033 1 1
1001539 -0.149712 1 1
1001540 3.63317 1 1
1001541 2.90899 1 1
1001542 2.72688 1 1
1001543 2.72256 1 1
1001544 -6.20367 1 1
1001545 -3.2053 1 1
1001546 -1.69263 1 1
1001547 -7.87288 1 1
1001548 -1.09479 1 1
1001549 4.55008 1 1
1001550 -2.61212 1 1
1001551 -1.30644 1 1
1001552 11.0376 1 1
1001553 1.98844 1 1
1001554 -0.197228 1 1
1001555 -4.99031 1 1
1001556 -4.78693 1 1
1001557 -4.71048 1 1
1001558 -0.24001 1 1
1001559 1.90125 1 1
1001560 -2.59545 1 1
1001561 -7.16548 1 1
1001562 -12.358 1 1
1001563 -2.35864 1 1
1001564 1.02928 1 1
1001565 -4.53592 1 1
1001566 -0.847958 1 1
1001567 1.62676 1 1
1001568 1.4929 1 1
1001569 2.42879 1 1
1001570 4.63825 1 1
1001571 0.341342 1 1
1001572 -4.63086 1 1
1001573 -6.94603 1 1
1001574 -1.55258 1 1
1001575 6.23392 1 1
1001576 -6.28132 1 1
1001577 2.16525 1 1
1001578 -1.82177 1 1
1001579 -2.80175 1 1
1001580 1.99832 1 1
1001581 6.29927 1 1
1001582 -4.66292 1 1
1001583 0.33078 1 1
1001584 -12.5031 1 1
1001585 2.89699 1 1
1001586 1.74708 1 1
1001587 6.14988 1 1
1001588 1.93821 1 1
1001589 -0.126794 1 1
1001590 -1.53427 1 1
1001591 4.95734 1 1
1001592 4.74811 1 1
1001593 -2.88498 1 1
1001594 4.66256 1 1
1001595 3.61205 1 1
1001596 -4.10843 1 1
1001597 2.1522 1 1
1001598 2.887 1 1
1001599 0.202883 1 1
1001600 -2.34149 1 1
1001601 8.91783 1 1
1001602 -1.18219 1 1
1001603 -2.65352 1 1
1001604 -2.12257 1 1
1001605 -2.23711 1 1
1001606 3.10128 1 1
1001607 2.8697 1 1
1001608 7.41693 1 1
1001609 -2.36981 1 1
1001610 -1.64355 1 1
1001611 -1.42535 1 1
1001612 3.09977 1 1
1001613 4.99345 1 1
1001614 -2.79081 1 1
1001615 0.738207 1 1
1001616 -5.82997 1 1
1001617 7.8085 1 1
1001618 -1.92475 1 1
1001619 3.41405 1 1
1001620 2.81842 1 1
1001621 1.37933 1 1
1001622 -5.07883 1 1
1001623 -3.09063 1 1
1001624 -2.6161 1 1
1001625 -4.38564 1 1
1001626 -0.586895 1 1
1001627 0.567738 1 1
1001628 4.33093 1 1
1001629 2.84146 1 1
1001630 -1.55488 1 1
1001631 -5.03777 1 1
1001632 2.98821 1 1
1001633 -3.08879 1 1
1001634 -3.41861 1 1
1001635 1.79702 1 1
1001636 0.159569 1 1
1001637 2.75897 1 1
1001638 -4.04806 1 1
1001639 1.60902 1 1
1001640 -4.60416 1 1
1001641 1.24247 1 1
1001642 -7.16431 1 1
1001643 -0.187132 1 1
1001644 4.79495 1 1
1001645 -4.49675 1 1
1001646 -1.85502 1 1
1001647 6.55747 1 1
1001648 1.46354 1 1
1001649 2.44404 1 1
1001650 0.98335 1 1
1001651 5.47059 1 1
1001652 -3.04438 1 1
1001653 -1.97136 1 1
1001654 -0.0409041 1 1
1001655 0.374978 1 1
1001656 4.87219 1 1
1001657 -5.60005 1 1
1001658 1.80824 1 1
1001659 0.832816 1 1
1001660 3.00466 1 1
1001661 -4.16504 1 1
1001662 4.06292 1 1
1001663 -0.584812 1 1
1001664 3.95974 1 1
1001665 -3.75748 1 1
1001666 8.32381 1 1
1001667 -2.72975 1 1
1001668 0.476984 1 1
1001669 -1.96608 1 1
1001670 2.13886 1 1
1001671 2.55119 1 1
1001672 -1.03543 1 1
1001673 -4.8298 1 1
1001674 -2.80455 1 1
1001675 -8.52054 1 1
1001676 0.4464 1 1
1001677 -1.13403 1 1
1001678 -4.41387 1 1
1001679 0.867165 1 1
1001680 -8.88163 1 1
1001681 -4.69608 1 1
1001682 -1.59099 1 1
1001683 -3.90895 1 1
1001684 3.57275 1 1
1001685 0.863185 1 1
1001686 0.662003 1 1
1001687 2.48238 1 1
1001688 -2.69878 1 1
1001689 -1.47536 1 1
1001690 -0.219955 1 1
1001691 -1.34368 1 1
1001692 4.21766 1 1
1001693 -5.60331 1 1
1001694 -0.0448327 1 1
1001695 -5.03435 1 1
1001696 -0.291072 1 1
1001697 1.56087 1 1
1001698 2.79892 1 1
1001699 7.42665 1 1
1001700 -1.89588 1 1
1001701 2.50361 1 1
1001702 3.52033 1 1
1001703 -3.63154 1 1
1001704 6.27484 1 1
1001705 -6.86806 1 1
1001706 3.83803 1 1
1001707 0.230555 1 1
1001708 -2.94035 1 1
1001709 1.03804 1 1
1001710 12.7359 1 1
1001711 1.22617 1 1
1001712 -3.76944 1 1
1001713 -2.3898 1 1
1001714 4.3346 1 1
1001715 -0.207315 1 1
1001716 3.02093 1 1
1001717 -2.2876 1 1
1001718 -12.5542 1 1
1001719 -8.20442 1 1
1001720 1.39369 1 1
1001721 -8.17898 1 1
1001722 -3.6678 1 1
1001723 2.57219 1 1
1001724 -1.95711 1 1
1001725 2.83255 1 1
1001726 -0.839022 1 1
1001727 5.04959 1 1
1001728 3.03501 1 1
1001729 -2.44668 1 1
1001730 -1.18112 1 1
1001731 -5.5762 1 1
1001732 1.13085 1 1
1001733 -4.93975 1 1
1001734 -1.88604 1 1
1001735 -4.12047 1 1
1001736 -3.05231 1 1
1001737 0.973818 1 1
1001738 -2.12257 1 1
1001739 5.55155 1 1
1001740 -1.8122 1 1
1001741 -2.62282 1 1
1001742 7.96114 1 1
1001743 -2.20668 1 1
1001744 6.00499 1 1
1001745 -1.7243 1 1
1001746 0.239672 1 1
1001747 -2.30506 1 1
1001748 1.48235 1 1
1001749 -1.13103 1 1
1001750 2.8255 1 1
1001751 1.84183 1 1
1001752 2.1436 1 1
1001753 0.738287 1 1
1001754 4.87282 1 1
1001755 3.02383 1 1
1001756 -1.64621 1 1
1001757 2.94569 1 1
1001758 -0.998061 1 1
1001759 0.219241 1 1
1001760 1.23765 1 1
1001761 4.6508 1 1
1001762 2.12473 1 1
1001763 0.055 1 1
1001764 -2.23121 1 1
1001765 -3.49497 1 1
1001766 1.23199 1 1
1001767 -6.26252 1 1
1001768 4.67344 1 1
1001769 -3.16071 1 1
1001770 12.732 1 1
1001771 -3.25735 1 1
1001772 -6.47099 1 1
1001773 -6.54363 1 1
1001774 3.82022 1 1
1001775 -0.99784 1 1
1001776 -2.18813 1 1
1001777 -1.24452 1 1
1001778 3.34829 1 1
1001779 1.0716 1 1
1001780 -2.00775 1 1
1001781 5.08932 1 1
1001782 5.01099 1 1
1001783 -0.826442 1 1
1001784 2.53694 1 1
1001785 -0.803643 1 1
1001786 0.137612 1 1
1001787 -1.6523 1 1
1001788 -4.39371 1 1
1001789 -3.18655 1 1
1001790 3.85492 1 1
1001791 2.94541 1 1
1001792 -3.29643 1 1
1001793 -4.16317 1 1
1001794 0.618783 1 1
1001795 9.73669 1 1
1001796 -5.02093 1 1
1001797 3.17195 1 1
1001798 -0.313346 1 1
1001799 2.55188 1 1
1001800 -0.638733 1 1
1001801 -3.02145 1 1
1001802 4.10315 1 1
1001803 1.72254 1 1
1001804 2.29589 1 1
1001805 -0.370976 1 1
1001806 1.12779 1 1
1001807 3.56189 1 1
1001808 1.71857 1 1
1001809 -1.9655 1 1
1001810 -4.74739 1 1
1001811 -0.745858 1 1
1001812 2.19659 1 1
1001813 1.13373 1 1
1001814 7.40047 1 1
1001815 3.02385 1 1
1001816 4.68209 1 1
1001817 -2.70513 1 1
1001818 2.2191 1 1
1001819 -1.85719 1 1
1001820 -2.89667 1 1
1001821 -0.591059 1 1
1001822 7.76388 1 1
1001823 6.78631 1 1
1001824 -7.34751 1 1
1001825 -0.387294 1 1
1001826 2.28832 1 1
1001827 1.17445 1 1
1001828 5.23513 1 1
1001829 4.63242 1 1
1001830 6.55839 1 1
1001831 -2.21105 1 1
1001832 -7.5942 1 1
1001833 4.46456 1 1
1001834 0.334949 1 1
1001835 -3.03427 1 1
1001836 4.00832 1 1
1001837 -1.78824 1 1
1001838 -0.939605 1 1
1001839 5.50603 1 1
1001840 6.59105 1 1
1001841 2.24884 1 1
1001842 -3.02275 1 1
1001843 -2.18714 1 1
1001844 -2.52018 1 1
1001845 -3.32584 1 1
1001846 1.44099 1 1
1001847 -5.26817 1 1
1001848 -4.97 1 1
1001849 7.25598 1 1
1001850 -1.68802 1 1
1001851 -1.97878 1 1
1001852 2.0209 1 1
1001853 -2.97001 1 1
1001854 5.76322 1 1
1001855 -7.29483 1 1
1001856 -4.07316 1 1
1001857 -0.889751 1 1
1001858 0.978972 1 1
1001859 -4.93412 1 1
1001860 3.10377 1 1
1001861 -1.67702 1 1
1001862 5.77664 1 1
1001863 -3.47813 1 1
1001864 7.61625 1 1
1001865 -0.330849 1 1
1001866 5.59692 1 1
1001867 2.07438 1 1
1001868 -4.35416 1 1
1001869 -2.65866 1 1
1001870 -0.599138 1 1
1001871 1.967 1 1
1001872 0.231105 1 1
1001873 1.69219 1 1
1001874 6.57092 1 1
1001875 -6.42196 1 1
1001876 -3.21572 1 1
1001877 2.21394 1 1
1001878 -1.13259 1 1
1001879 -6.66885 1 1
1001880 -1.17766 1 1
1001881 -0.290017 1 1
1001882 3.93767 1 1
1001883 3.83967 1 1
1001884 1.70643 1 1
1001885 6.67021 1 1
1001886 0.226113 1 1
1001887 -3.59671 1 1
1001888 0.758211 1 1
1001889 5.84386 1 1
1001890 1.93279 1 1
1001891 -2.33797 1 1
1001892 -3.84437 1 1
1001893 8.83748 1 1
1001894 1.23889 1 1
1001895 -1.26964 1 1
1001896 -12.0616 1 1
1001897 -4.03913 1 1
1001898 -1.99077 1 1
1001899 10.2673 1 1
1001900 -1.53903 1 1
1001901 -4.6151 1 1
1001902 6.58014 1 1
1001903 -3.17352 1 1
1001904 -1.54769 1 1
1001905 5.14075 1 1
1001906 1.61206 1 1
1001907 -3.97991 1 1
1001908 14.2058 1 1
1001909 -11.3608 1 1
1001910 3.68828 1 1
1001911 -7.85748 1 1
1001912 6.51349 1 1
1001913 2.29166 1 1
1001914 4.37568 1 1
1001915 -8.8041 1 1
1001916 1.55187 1 1
1001917 6.4088 1 1
1001918 0.939978 1 1
1001919 -8.22069 1 1
1001920 0.0454754 1 1
1001921 -0.623321 1 1
1001922 -2.84069 1 1
1001923 3.44159 1 1
1001924 -0.162974 1 1
1001925 0.968262 1 1
1001926 -1.14139 1 1
1001927 3.28057 1 1
1001928 5.32839 1 1
1001929 -2.28014 1 1
1001930 -6.72448 1 1
1001931 -1.24473 1 1
1001932 11.8683 1 1
1001933 -3.24707 1 1
1001934 -1.32727 1 1
1001935 -4.97456 1 1
1001936 -2.97624 1 1
1001937 2.35275 1 1
1001938 -6.50194 1 1
1001939 -5.87936 1 1
1001940 -7.89316 1 1
1001941 -3.20917 1 1
1001942 2.63108 1 1
1001943 -7.67858 1 1
1001944 4.82213 1 1
1001945 2.73869 1 1
1001946 4.87043 1 1
1001947 0.594098 1 1
1001948 -1.22075 1 1
1001949 -7.11034 1 1
1001950 6.45788 1 1
1001951 3.63817 1 1
1001952 -4.67118 1 1
1001953 -0.120542 1 1
1001954 2.51261 1 1
1001955 3.74052 1 1
1001956 7.00217 1 1
1001957 -0.366691 1 1
1001958 -0.308451 1 1
1001959 -2.64879 1 1
1001960 -4.72242 1 1
1001961 0.862781 1 1
1001962 -6.03421 1 1
1001963 4.34534 1 1
1001964 -0.211684 1 1
1001965 4.34509 1 1
1001966 3.5531 1 1
1001967 -3.81741 1 1
1001968 1.48877 1 1
1001969 3.95743 1 1
1001970 -1.7654 1 1
1001971 3.76714 1 1
1001972 0.0762021 1 1
1001973 2.52135 1 1
1001974 -5.84983 1 1
1001975 8.34229 1 1
1001976 -0.544133 1 1
1001977 -1.27083 1 1
1001978 -0.765642 1 1
1001979 0.638183 1 1
1001980 5.74335 1 1
1001981 -3.60791 1 1
1001982 -2.33991 1 1
1001983 3.36335 1 1
1001984 -4.55792 1 1
1001985 1.91532 1 1
1001986 -7.43497 1 1
1001987 -5.17598 1 1
1001988 -4.6933 1 1
1001989 -3.19515 1 1
1001990 3.39451 1 1
1001991 -7.17606 1 1
1001992 -0.536876 1 1
1001993 2.36589 1 1
1001994 0.59579 1 1
1001995 3.82964 1 1
1001996 -0.63945 1 1
1001997 2.38544 1 1
1001998 -2.48809 1 1
1001999 5.17238 1 1
1002000 4.95763 1 1
1002001 -6.32501 1 1
1002002 -5.06304 1 1
1002003 -5.13055 1 1
1002004 2.30178 1 1
1002005 -5.11505 1 1
1002006 6.95496 1 1
1002007 -4.47688 1 1
1002008 -3.49712 1 1
1002009 0.877771 1 1
1002010 -2.27997 1 1
1002011 2.28219 1 1
1002012 4.14535 1 1
1002013 3.21285 1 1
1002014 1.69572 1 1
1002015 5.69918 1 1
1002016 8.55189 1 1
1002017 -1.3031 1 1
1002018 5.0173 1 1
1002019 -2.60557 1 1
1002020 -4.21008 1 1
1002021 0.839261 1 1
1002022 6.79612 1 1
1002023 -6.15134 1 1
1002024 -2.08599 1 1
1002025 0.926369 1 1
1002026 1.54138 1 1
1002027 -2.75272 1 1
1002028 -0.903569 1 1
1002029 3.90935 1 1
1002030 -3.00172 1 1
1002031 5.5602 1 1
1002032 -0.560749 1 1
1002033 8.58144 1 1
1002034 -0.412064 1 1
1002035 0.302537 1 1
1002036 -5.63448 1 1
1002037 -4.12558 1 1
1002038 -7.65419 1 1
1002039 -1.80406 1 1
1002040 0.68181 1 1
1002041 -2.98355 1 1
1002042 -4.44942 1 1
1002043 3.70111 1 1
1002044 10.0218 1 1
1002045 -5.10205 1 1
1002046 -0.437525 1 1
1002047 4.32883 1 1
1002048 -6.38488 1 1
1002049 0.133036 1 1
1002050 10.1861 1 1
1002051 -4.55846 1 1
1002052 -0.999664 1 1
1002053 0.838838 1 1
1002054 -3.51782 1 1
1002055 0.0786514 1 1
1002056 7.89037 1 1
1002057 -5.83584 1 1
1002058 -2.13627 1 1
1002059 0.288842 1 1
1002060 0.357854 1 1
1002061 2.5549 1 1
1002062 6.83417 1 1
1002063 -3.92638 1 1
1002064 3.23811 1 1
1002065 6.82681 1 1
1002066 9.56539 1 1
1002067 3.99387 1 1
1002068 -1.41251 1 1
